Axis1,Axis2,Axis3,Steps,HR,Inclinometer Off,Inclinometer Standing,Inclinometer Sitting,Inclinometer Lying,Vector Magnitude,Day,Mag_std,Activity,n_rows,start_time,end_time
64.41269841269842,64.23913043478261,55.52054794520548,1.1111111111111112,69.33632286995515,,1.0,1.0,1.0,90.24567901234568,2.0,93.2145612259101,nan,223,00:04:59,00:09:58
92.29629629629629,58.91304347826087,58.68181818181818,1.0,65.26122448979592,,1.0,1.0,1.0,119.79750000000001,2.0,88.23318102072324,nan,245,00:09:59,00:14:58
71.0,64.77777777777777,61.875,1.0,66.52244897959184,1.0,1.0,1.0,1.0,109.535,2.0,58.674326625876155,nan,245,00:14:59,00:19:58
121.28571428571429,85.42857142857143,95.28571428571429,1.0,66.12307692307692,1.0,1.0,1.0,,187.85714285714286,2.0,72.03742989670336,nan,195,00:19:59,00:24:32
17.0,,7.5,1.0,63.569148936170215,1.0,1.0,1.0,,18.585,2.0,0.20500000000000007,nan,188,00:25:13,00:30:09
36.625,53.0,106.0909090909091,1.0,58.17142857142857,,1.0,1.0,,106.34416666666668,2.0,98.79169258751242,nan,245,00:30:16,00:35:15
12.0,,4.0,1.0,56.648979591836735,1.0,1.0,1.0,,12.65,2.0,0.0,nan,245,00:35:16,00:40:15
,,,,57.79183673469388,1.0,,1.0,,,2.0,,nan,245,00:40:16,00:45:15
8.666666666666666,5.5,9.0,1.0,62.518367346938774,1.0,1.0,1.0,,11.030000000000001,2.0,5.856500661657949,nan,245,00:45:16,00:50:15
,,,,60.53469387755102,1.0,1.0,,,,2.0,,nan,245,00:50:16,00:55:15
,,,,63.906122448979595,1.0,,,,,2.0,,nan,245,00:55:16,01:00:15
,,,,66.80408163265307,1.0,,,,,2.0,,nan,245,01:00:16,01:05:15
3.0,,41.666666666666664,,68.90204081632653,1.0,,1.0,,41.68333333333333,2.0,30.18223355257563,nan,245,01:05:16,01:10:15
104.44444444444444,53.0,79.11111111111111,1.0,69.35102040816327,,1.0,1.0,1.0,138.54444444444445,2.0,99.00084479001077,nan,245,01:10:16,01:15:15
95.3076923076923,91.86666666666666,97.9010989010989,1.06,82.47950819672131,,1.0,1.0,1.0,174.3336559139785,2.0,91.14133393924894,nan,244,01:15:22,01:20:21
,,,,63.412244897959184,1.0,,1.0,,,2.0,,nan,245,01:20:22,01:25:21
,,,,67.03673469387755,1.0,,,,,2.0,,nan,245,01:25:22,01:30:21
,,,,66.3061224489796,1.0,,,,,2.0,,nan,245,01:30:22,01:35:21
,,,,68.34285714285714,1.0,,,,,2.0,,nan,245,01:35:22,01:40:21
,,,,68.9469387755102,1.0,,,,,2.0,,nan,245,01:40:22,01:45:21
,,,,68.81224489795919,1.0,,,,,2.0,,nan,245,01:45:22,01:50:21
,,,,68.51020408163265,1.0,,,,,2.0,,nan,245,01:50:22,01:55:21
